news_001906: 新聞魔法｜蘋果新聞網｜蘋果日報, eucDis = 2.6457513110645907
news_039245: 熱門順口溜 男人之怪｜蘋果新聞網｜蘋果日報, eucDis = 11.39643339937029
news_089931: Non, eucDis = 11.403583099074835
news_006258: 還有一件事｜蘋果新聞網｜蘋果日報, eucDis = 11.403750550289287
news_011091: 日職昨日戰績｜蘋果新聞網｜蘋果日報, eucDis = 11.404823565515676
news_018191: 今彩539開獎 - 財經 - 中央社, eucDis = 11.52528364181202
news_058073: 來找碴｜蘋果新聞網｜蘋果日報, eucDis = 11.525702242904096
news_029749: 藝人瑞莎代言ORIS - 娛樂 - 中時 , eucDis = 11.602838694912824
news_091369: JLPGA-生活卡(Lf Card)女子高球賽第2回合戰績｜蘋果新聞網｜蘋果日報, eucDis = 11.60685661046347
news_046798: 今日除權除息表｜蘋果新聞網｜蘋果日報, eucDis = 11.609327577497899
news_018381: 高凌風靈堂開放弔唁 恬娃前來 - 娛樂 - 中時 , eucDis = 11.609657045823683
news_056006: PGA-佛萊斯(Frys.com)公開賽第3回合戰績表｜蘋果新聞網｜蘋果日報, eucDis = 11.746171920185263
news_025677: 日股開市後微跌 - 財經 - 中廣, eucDis = 11.793071042484167
news_004987: 黑色愛情男女 效率｜蘋果新聞網｜蘋果日報, eucDis = 11.847728995504383
news_096498: 想太多｜蘋果新聞網｜蘋果日報, eucDis = 11.849108642194125
news_069203: Non, eucDis = 11.856398231544263
news_037841: 【我的一句鼓勵】呂淑貞 教會師母｜蘋果新聞網｜蘋果日報, eucDis = 11.866790106972726
news_011751: 第十一屆林榮三文學獎收件截止，倒數20天！ - 副刊 - 自由時報電子報, eucDis = 11.883073138729264
news_063781: 高潮一波波｜蘋果新聞網｜蘋果日報, eucDis = 11.895931803210331
news_089923: 今彩539開獎 - 財經 - 中央社, eucDis = 11.931406900854359
news_027815: 第2關 玩拼圖｜蘋果新聞網｜蘋果日報, eucDis = 11.993742813606943
news_037505: 第3關 玩拼圖｜蘋果新聞網｜蘋果日報, eucDis = 11.993742813606943
news_017588: 原味狂潮音樂祭 老蕭、A-Ln接力唱 - 娛樂 - 中時 , eucDis = 12.058644703226607
news_053066: 李奧納多 戴面具嗑披薩｜蘋果新聞網｜蘋果日報, eucDis = 12.066300784096565
news_027185: 〈Nn的異想花園〉平安 - 副刊 - 自由時報電子報, eucDis = 12.08360186337534
news_079038: 美國職籃賽程 1月27日(台灣時間)｜蘋果新聞網｜蘋果日報, eucDis = 12.099171101705794
news_090077: 來找碴｜蘋果新聞網｜蘋果日報, eucDis = 12.104835512002918
news_011302: 〈Nn的異想花園〉十字街頭 - 副刊 - 自由時報電子報, eucDis = 12.106890963754926
news_057776: 防墜樓兼美觀 可裝隱形鐵窗｜蘋果新聞網｜蘋果日報, eucDis = 12.10939438212976
news_052487: 歐米茄(OMEGA)雙鷹業餘高爾夫球全國總決賽戰績｜蘋果新聞網｜蘋果日報, eucDis = 12.201480393833533
news_064953: 第3關 來找碴｜蘋果新聞網｜蘋果日報, eucDis = 12.26317436126388
news_099416: 第２關 來找碴｜蘋果新聞網｜蘋果日報, eucDis = 12.26317436126388
news_093560: 比微型畫還小｜蘋果新聞網｜蘋果日報, eucDis = 12.285854085068676
news_059913: 追星趴趴走｜蘋果新聞網｜蘋果日報, eucDis = 12.319209084945095
news_031719: 《盤前掃瞄-技術面》5日RSI為53.98，10日RSI為46.4 - 財經 - 時報資訊, eucDis = 12.323533206626749
news_000463: 威力彩第107062期開獎 | 生活新聞 | 生活 | 聯合新聞網, eucDis = 12.367923738505679
news_030327: 短章二題 - 副刊 - 自由時報電子報, eucDis = 12.378349227226725
news_093895: 大樂透開獎 - 財經 - 中央社, eucDis = 12.387879620482913
news_069425: 每日一短蘋｜蘋果新聞網｜蘋果日報, eucDis = 12.406940185796131
news_033678: 01 05 27 28 32 39 夠嗆｜蘋果新聞網｜蘋果日報, eucDis = 12.41768309371515
news_045692: 後天油價料持平｜蘋果新聞網｜蘋果日報, eucDis = 12.45442217155776
news_041893: 《盤前掃瞄-技術面》5日RSI為77.48，10日RSI為70.60 - 財經 - 時報資訊, eucDis = 12.454649295490205
news_097332: 陽岱鋼敲2安 跑回1分｜蘋果新聞網｜蘋果日報, eucDis = 12.459857988330555
news_026462: 日職昨日戰績｜蘋果新聞網｜蘋果日報, eucDis = 12.479382488140308
news_034576: 想太多｜蘋果新聞網｜蘋果日報, eucDis = 12.479945956188153
news_036004: 來找碴｜蘋果新聞網｜蘋果日報, eucDis = 12.488542064419034
news_010969: 來找碴｜蘋果新聞網｜蘋果日報, eucDis = 12.503717181745444
news_001212: 今彩539開獎 - 財經 - 中央社, eucDis = 12.548854513956769
news_038483: 今彩539開獎 - 財經 - 中央社, eucDis = 12.583998805772808
news_080243: 亞洲挑戰盃冰球賽｜蘋果新聞網｜蘋果日報, eucDis = 12.593619476997027
news_037127: 《盤前掃瞄-技術面》5日RSI為71.16，10日RSI為63.18 - 財經 - 時報資訊, eucDis = 12.616182703508693
news_022210: 今彩539開獎 - 財經 - 中央社, eucDis = 12.632962829722606
news_056594: 繽Fun世界 Tgr 老虎｜蘋果新聞網｜蘋果日報, eucDis = 12.64793122964076
news_082180: 來找碴｜蘋果新聞網｜蘋果日報, eucDis = 12.673967259585282
news_076997: 丁噹化身造型師  為粉絲穿搭 - 娛樂 - 中時 , eucDis = 12.683935336739712
news_080658: 【我的一句鼓勵】楊世英 社工｜蘋果新聞網｜蘋果日報, eucDis = 12.705110603307073
news_095052: 盼打進奧運｜蘋果新聞網｜蘋果日報, eucDis = 12.723383186452072
news_007498: 雞祥如意  黃甘霖 統一獅外野手｜蘋果新聞網｜蘋果日報, eucDis = 12.726796720616287
news_077295: 旅美星鮮事 蔣智賢棒子夯 獲邀打秋季聯盟｜蘋果新聞網｜蘋果日報, eucDis = 12.73549729371608
news_026256: 來找碴｜蘋果新聞網｜蘋果日報, eucDis = 12.741856387195545
news_010894: SBL籃賽》台銀龍弘元、裕隆陳志忠爭搶地板球 - 體育 - 中時 , eucDis = 12.747907635266381
news_042396: 馬友友 國家音樂廳演出 - 生活 - 中時 , eucDis = 12.754059954094116
news_088733: 今彩539開獎 - 財經 - 中央社, eucDis = 12.795738877899833
news_080390: 來找碴｜蘋果新聞網｜蘋果日報, eucDis = 12.80468013978273
news_066004: 快訊／颱風影響！　草衙道、國賓明日暫停營業│TVBS新聞網, eucDis = 12.807519600220562
news_062422: 口語字彙 - 產業特刊 - 工商時報, eucDis = 12.84214527878223
news_046975: 【我的一句鼓勵】孫維汝 社工｜蘋果新聞網｜蘋果日報, eucDis = 12.851021818513098
news_062813: LPGA-歐文康寧菁英賽第3回合戰績｜蘋果新聞網｜蘋果日報, eucDis = 12.87513022177597
news_024310: 天兔颱風／〈快訊〉宜蘭縣政府宣布　明正常上班上課│TVBS新聞網, eucDis = 12.879020297903905
news_053856: 去年99人死於台鐵事故｜蘋果新聞網｜蘋果日報, eucDis = 12.891351502961273
news_033004: NPB昨日戰績｜蘋果新聞網｜蘋果日報, eucDis = 12.900310188093757
news_068726: 日本職棒昨日戰績｜蘋果新聞網｜蘋果日報, eucDis = 12.900310190958908
news_070487: 【小模幹嘛】絶対領域X女僕　大家不衝嗎？｜蘋果新聞網｜蘋果日報, eucDis = 12.901519431632119
news_084199: 來找碴｜蘋果新聞網｜蘋果日報, eucDis = 12.919465684793861
news_080217: 新台幣早盤轉升0.2分 | 產業綜合 | 產經 | 聯合新聞網, eucDis = 12.942124530150107
news_011226: 來找碴｜蘋果新聞網｜蘋果日報, eucDis = 12.951459240320503
news_016353: 金龜車噴火｜蘋果新聞網｜蘋果日報, eucDis = 12.972222804891341
news_077032: 來找碴｜蘋果新聞網｜蘋果日報, eucDis = 12.989564994292376
news_032681: 西甲戰績表｜蘋果新聞網｜蘋果日報, eucDis = 13.029907174066686
news_013737: 中國女子公開賽第2回合戰績｜蘋果新聞網｜蘋果日報, eucDis = 13.06292798873136
news_079694: 昨日部分上市上櫃公司股票申讓表｜蘋果新聞網｜蘋果日報, eucDis = 13.066260219225839
news_016882: 大福彩開獎 - 財經 - 中央社, eucDis = 13.111630034163289
news_010328: 台灣地區今日天氣｜蘋果新聞網｜蘋果日報, eucDis = 13.120875170484824
news_070306: 台灣地區今日天氣｜蘋果新聞網｜蘋果日報, eucDis = 13.120875170484824
news_031499: 【吃喝玩樂】環島達人黃進寶810免費開課 環島密技保證班｜蘋果新聞網｜蘋果日報, eucDis = 13.133459601742363
news_083255: 來找碴｜蘋果新聞網｜蘋果日報, eucDis = 13.143784457618425
news_080009: 追星趴趴走｜蘋果新聞網｜蘋果日報, eucDis = 13.148324528629159
news_018871: 亞巡賽-泰國公開賽首回合戰績表｜蘋果新聞網｜蘋果日報, eucDis = 13.151185054489549
news_025063: 過火驅邪｜蘋果新聞網｜蘋果日報, eucDis = 13.15362900414062
news_094806: 陳金鋒引退 千萬白玉雕像揭幕  - 體育 - 中時 , eucDis = 13.156838023180853
news_093421: 來找碴｜蘋果新聞網｜蘋果日報, eucDis = 13.165834050493038
news_060266: 【我的一句鼓勵】宋孔葳 社工督導｜蘋果新聞網｜蘋果日報, eucDis = 13.179065153070576
news_089828: 每日一短蘋｜蘋果新聞網｜蘋果日報, eucDis = 13.180794699439437
news_072795: 快訊／台中、彰化宣布27日停班停課│TVBS新聞網, eucDis = 13.20306601000997
news_010271: 類股一周／台 生技指數漲0.8% | 生技產業 | 產經 | 聯合新聞網, eucDis = 13.209188373174248
news_021844: 9大通路商推薦本周熱賣商品｜蘋果新聞網｜蘋果日報, eucDis = 13.218850523451867
news_063402: 8大通路商 推薦本周熱賣商品｜蘋果新聞網｜蘋果日報, eucDis = 13.218850523451867
news_083575: 9大通路商推薦本周熱賣商品｜蘋果新聞網｜蘋果日報, eucDis = 13.218850523451867
news_022045: 來找碴｜蘋果新聞網｜蘋果日報, eucDis = 13.232911591751963
news_031407: 蘋果盤口｜蘋果新聞網｜蘋果日報, eucDis = 13.248035960697065
news_035053: 蘋果盤口｜蘋果新聞網｜蘋果日報, eucDis = 13.248035960697065
news_041430: 蘋果盤口｜蘋果新聞網｜蘋果日報, eucDis = 13.248035960697065
news_082648: 蘋果盤口｜蘋果新聞網｜蘋果日報, eucDis = 13.248035960697065
news_095363: 蘋果盤口｜蘋果新聞網｜蘋果日報, eucDis = 13.248035960697065
news_098845: 蘋果盤口｜蘋果新聞網｜蘋果日報, eucDis = 13.248035960697065
news_085512: 追星趴趴走｜蘋果新聞網｜蘋果日報, eucDis = 13.258674190677208
news_058851: Non, eucDis = 13.277051763370801
news_094355: 來找碴｜蘋果新聞網｜蘋果日報, eucDis = 13.283813413684427
news_096534: 昨日部分上市上櫃公司股票申讓表｜蘋果新聞網｜蘋果日報, eucDis = 13.286796289778799
news_068733: 想太多｜蘋果新聞網｜蘋果日報, eucDis = 13.28936272665512
news_000791: 來找碴｜蘋果新聞網｜蘋果日報, eucDis = 13.318273096288939
news_099901: 國5南下車潮湧現 交通大致順暢 - 生活 - 中時 , eucDis = 13.324638615771011
news_054444: Non, eucDis = 13.344275433656934
news_052312: 《業績-其他電子》互盛電2月營收年增逾2成 - 財經 - 時報資訊, eucDis = 13.385578818243365
news_057734: 美國職籃賽程 11月19日(台灣時間)｜蘋果新聞網｜蘋果日報, eucDis = 13.393033922941765
news_017957: 來找碴｜蘋果新聞網｜蘋果日報, eucDis = 13.397486519629663
news_068317: 每日一短蘋｜蘋果新聞網｜蘋果日報, eucDis = 13.436246208246489
news_000770: 黑色愛情男女 還是要挑｜蘋果新聞網｜蘋果日報, eucDis = 13.47084448317441
news_004842: 蘋果《運彩王》 誠徵投注心法！｜蘋果新聞網｜蘋果日報, eucDis = 13.4746236532268
news_070485: 蘋果《運彩王》誠徵投注心法！｜蘋果新聞網｜蘋果日報, eucDis = 13.4746236532268
news_067159: 你猜猜猜｜蘋果新聞網｜蘋果日報, eucDis = 13.496179899144233
news_096484: 堤維西去年12月合併營收衰退1.54％ - 財經 - 工商 , eucDis = 13.527012078236544
news_018569: 德甲聯賽 2月20日賽程(台灣時間)｜蘋果新聞網｜蘋果日報, eucDis = 13.53206668844704
news_082723: 來找碴｜蘋果新聞網｜蘋果日報, eucDis = 13.534209095064464
news_067050: 《農民曆小幫手》國曆三月十五日 - 生活 - 中時電子報, eucDis = 13.537148720552741
news_016487: 威力彩頭獎摃龜 - 社會 - 自由時報電子報, eucDis = 13.558727598831426
news_017942: 銀川「塞上湖城」 美景重現 | 大陸傳真 | 兩岸 | 聯合新聞網, eucDis = 13.562736189725456
news_090573: 《深滬股》上証指數上漲18.6389點、深成指數上漲126.604點 - 財經 - 時報資訊, eucDis = 13.588024010606437
news_049493: 兄弟與犀牛之戰 林智勝、蔣智賢3局相繼開轟 - 體育 - 中時 , eucDis = 13.60405757959837
news_029934: SS 2014 Cocon 美好年代B poqu｜蘋果新聞網｜蘋果日報, eucDis = 13.609043280888049
news_085858: 《深滬股》上証指數下跌13.7227點、深成指數下跌29.177點 - 財經 - 時報資訊, eucDis = 13.644938529376684
news_049729: 大福彩開獎 - 財經 - 中央社, eucDis = 13.65858270977423
news_022767: 昨日部分上市上櫃公司股票申讓表｜蘋果新聞網｜蘋果日報, eucDis = 13.69008249908128
news_055511: 大樂透開獎 - 財經 - 中央社, eucDis = 13.690233998093195
news_060366: 326起天天過三關獎100元｜蘋果新聞網｜蘋果日報, eucDis = 13.699650379235885
news_078563: 新台幣開盤 升值0.8分 | 金融要聞 | 產經 | 聯合新聞網, eucDis = 13.710000579275876
news_028695: 新台幣開盤貶值0.6分 | 金融要聞 | 產經 | 聯合新聞網, eucDis = 13.711047384344276
news_052601: 九十六年第一次國中基測試題與答案 國文科｜蘋果新聞網｜蘋果日報, eucDis = 13.734313098881326
news_014004: 大福彩開獎 - 財經 - 中央社, eucDis = 13.739491135618945
news_068750: 《深滬股》上証指數下跌0點、深成指數下跌23.421點 - 財經 - 時報資訊, eucDis = 13.746154009599126
news_011588: 週四溫略升早晚涼　中南部溫差大│TVBS新聞網, eucDis = 13.749119020345184
news_028728: 中華職棒19日舉行開幕戰 - 體育 - 中時 , eucDis = 13.750630926513132
news_088828: 繽Fun世界 wof 狼｜蘋果新聞網｜蘋果日報, eucDis = 13.753389774887674
news_014132: 黑色愛情男女 猜心｜蘋果新聞網｜蘋果日報, eucDis = 13.761870402374592
news_020291: 《深滬股》上証指數上漲59.4627點、深成指數上漲267.553點 - 財經 - 時報資訊, eucDis = 13.782631340179094
news_041903: 《深滬股》上証指數上漲56.6454點、深成指數上漲194.212點 - 財經 - 時報資訊, eucDis = 13.801663189903753
news_030484: Non, eucDis = 13.809001196892805
news_099414: 來找碴｜蘋果新聞網｜蘋果日報, eucDis = 13.814152334089522
news_041651: 想太多｜蘋果新聞網｜蘋果日報, eucDis = 13.822961733696683
news_065603: 【吃喝玩樂】快按讚加入蘋果副刊官方粉絲團「吃喝玩樂蘋果花」吧！｜蘋果新聞網｜蘋果日報, eucDis = 13.833599203160395
news_085650: 《深滬股》上証指數上漲1.6751點、深成指數上漲26.909點 - 財經 - 時報資訊, eucDis = 13.843402770292323
news_065588: 康芮颱風／〈快訊〉花蓮縣宣布　今天正常上班上課│TVBS新聞網, eucDis = 13.848393674575634
news_046208: 爬山 一絲不掛 - 國際 - 自由時報電子報, eucDis = 13.882306301075431
news_047149: 北市2月移轉棟數1441棟 年增35.7％ - 財經 - 工商 , eucDis = 13.908647265906353
news_079212: 王仁甫抱男人洗米漿浴｜蘋果新聞網｜蘋果日報, eucDis = 13.91757909534077
news_027047: 《韓股》外資續賣，韓股跌0.37％ - 財經 - 時報資訊, eucDis = 13.926985164237117
news_092625: 跑趴妹撲台北｜蘋果新聞網｜蘋果日報, eucDis = 13.958192826307044
news_072382: 1500颱風最新　任立渝權威分析│TVBS新聞網, eucDis = 13.959466949134685
news_006980: 08 11 12 24 30 35 閃亮｜蘋果新聞網｜蘋果日報, eucDis = 13.98142577549051
news_082113: 來找碴｜蘋果新聞網｜蘋果日報, eucDis = 13.98774145640971
news_095898: 追星趴趴走｜蘋果新聞網｜蘋果日報, eucDis = 13.995968657779576
news_047166: 《深滬股》上証指數下跌8.1577點、深成指數上漲15.431點 - 財經 - 時報資訊, eucDis = 14.006667919571687
news_018934: 忠孝橋引道 除夕凌晨拆除 - 焦點 - 中時 , eucDis = 14.009821779248783
news_097789: 來找碴｜蘋果新聞網｜蘋果日報, eucDis = 14.011365826961288
news_070326: 來找碴｜蘋果新聞網｜蘋果日報, eucDis = 14.015967150857563
news_094447: 東瀛特搜線 陽岱鋼雙安  火腿靠中田翔3轟大勝｜蘋果新聞網｜蘋果日報, eucDis = 14.01800040456654
news_012099: 02 36 38 39 41 43 耀眼｜蘋果新聞網｜蘋果日報, eucDis = 14.025374009365477
news_012651: 【吃喝玩樂】快按讚加入蘋果副刊官方粉絲團「吃喝玩樂蘋果花」吧！｜蘋果新聞網｜蘋果日報, eucDis = 14.031211156880072
news_039534: 來找碴｜蘋果新聞網｜蘋果日報, eucDis = 14.038762991682862
news_086758: 《深滬股》上証指數下跌0點、深成指數上漲54.856點 - 財經 - 時報資訊, eucDis = 14.068964692040902
news_074672: 【吃喝玩樂】嬰兒也要跑趴 扮動物 當公主 一起比萌｜蘋果新聞網｜蘋果日報, eucDis = 14.076219603377112
news_038113: 【我的一句鼓勵】謝淑婉 聖功基金會主任｜蘋果新聞網｜蘋果日報, eucDis = 14.084575103128865
news_094222: 台將CBA打拼看板昨日表現｜蘋果新聞網｜蘋果日報, eucDis = 14.108612142726841
news_054219: 02 04 06 10 26 30快樂｜蘋果新聞網｜蘋果日報, eucDis = 14.118687977017977
